Carrier,Airport_Distance,Number_of_flights,Weather,Support_Crew_Available,Baggage_loading_time,Late_Arrival_o,Cleaning_o,Fueling_o,Security_o,Arr_Delay
9E,418,41037,5,29,16,18,12,26,43,29
DL,443,41071,6,123,17,18,7,24,34,48
MQ,427,41766,5,133,17,18,8,32,46,58
EV,465,44132,6,44,17,19,7,22,37,63
DL,450,44751,6,91,17,19,12,29,32,90
UA,433,39799,5,38,17,18,12,21,44,31
EV,444,42986,6,81,17,19,13,24,44,67
EV,435,45214,6,50,18,20,12,25,35,83
B6,420,42664,5,106,18,19,11,25,39,71
DL,452,45128,6,97,17,19,12,26,36,55
9E,451,46014,6,65,18,19,5,29,32,96
UA,449,43489,6,52,18,19,10,25,37,98
DL,458,47509,6,78,18,20,11,25,29,117
EV,427,42281,5,63,17,18,10,26,19,56
B6,444,43253,6,111,18,19,11,24,31,98
WN,462,41793,5,11,17,19,4,26,28,92
MQ,429,41472,6,127,17,18,12,30,38,53
UA,456,42364,5,159,17,19,8,23,42,54
MQ,430,46780,5,101,18,20,8,23,39,92
AA,428,46172,5,88,18,19,10,25,42,87
B6,409,36813,5,150,15,17,9,30,31,10
UA,444,44935,6,80,17,20,5,21,43,76
AA,470,44683,5,63,17,19,12,32,49,77
AA,451,47298,5,109,17,19,15,26,48,86
B6,464,42958,6,34,17,19,7,27,31,68
DL,421,41771,5,11,17,19,14,26,43,58
DL,407,37748,5,69,16,18,8,23,28,19
DL,429,42349,5,146,17,18,10,25,43,62
UA,427,39881,6,50,17,17,8,23,23,38
EV,425,44186,5,67,17,19,8,30,35,74
MQ,427,43684,6,55,18,19,10,27,32,88
UA,450,42818,5,68,17,18,13,31,28,42
DL,421,42457,5,59,16,18,10,26,46,42
US,449,42857,6,45,17,18,10,33,33,78
AA,483,45230,6,15,17,19,9,24,41,78
B6,440,46284,6,12,17,20,5,23,31,101
DL,452,46048,6,119,18,18,11,23,59,72
B6,454,43300,5,81,17,19,12,27,39,80
VX,443,43462,5,94,17,19,14,17,41,55
EV,454,44196,5,88,17,18,15,24,16,52
DL,457,47035,6,62,18,19,12,25,54,89
EV,441,42982,5,65,17,19,8,31,50,48
B6,433,45603,5,14,17,18,12,27,51,81
EV,459,42815,5,51,17,19,1,24,17,76
US,435,44835,6,48,18,19,9,24,40,99
UA,450,41108,5,23,17,19,11,27,38,63
WN,447,46636,5,86,17,19,8,30,25,64
MQ,444,42045,6,95,17,19,10,27,39,45
UA,462,40162,5,109,17,19,11,26,40,39
UA,469,42687,5,88,16,19,9,22,37,59
B6,440,41729,5,83,16,17,11,24,56,40
9E,446,42965,5,50,17,20,14,20,41,70
EV,448,40409,5,107,17,19,9,24,35,41
MQ,449,44404,5,36,17,19,9,26,34,49
AA,438,41121,6,38,17,18,5,21,41,55
UA,450,45079,5,82,17,18,12,25,33,64
EV,460,43701,6,157,16,19,11,22,40,50
EV,449,46980,6,64,17,19,11,24,29,88
B6,454,44555,6,39,18,19,14,25,49,98
B6,435,44628,5,146,17,19,10,23,43,83
AA,438,44397,6,65,17,19,8,25,32,64
DL,435,43426,5,143,16,18,9,25,37,44
EV,437,49666,6,63,17,20,12,28,39,126
DL,442,42618,5,57,16,18,10,26,39,52
EV,449,43264,5,92,17,19,8,26,37,50
AA,439,44359,6,89,17,18,4,28,48,70
DL,432,39580,6,94,17,18,9,27,45,34
VX,454,46218,5,63,18,20,10,28,50,126
AA,431,37198,5,106,17,18,7,24,27,14
WN,433,46299,6,23,17,19,12,23,33,86
UA,428,43102,5,57,17,19,10,25,39,68
MQ,452,46664,5,71,18,19,14,26,29,108
AA,431,43043,6,74,17,19,8,23,43,62
UA,434,46583,5,22,16,19,17,24,36,81
UA,442,46150,5,54,17,18,10,23,33,77
AA,455,45138,5,88,18,20,10,22,34,96
US,411,38904,5,172,16,17,7,27,35,18
DL,450,44840,5,114,17,20,10,24,30,93
UA,447,41756,5,136,17,19,13,36,36,48
WN,423,42891,6,105,17,19,11,27,48,61
EV,458,44332,5,41,17,19,8,24,29,66
B6,436,45855,6,85,17,18,14,25,38,61
B6,448,43692,5,53,17,18,11,24,38,68
UA,440,40622,5,42,17,19,9,20,56,53
UA,430,40027,6,149,16,18,7,31,36,22
B6,468,43432,5,97,17,20,10,19,42,91
AA,418,38720,5,153,16,18,7,26,40,18
F9,439,41879,5,61,17,18,8,25,49,55
B6,406,40258,5,80,17,18,12,27,29,52
UA,429,39272,5,127,17,18,12,25,27,36
AA,483,48376,6,61,18,20,7,17,33,147
B6,450,39244,5,183,16,18,11,32,37,17
MQ,451,43901,5,93,17,20,9,22,43,114
DL,436,45419,5,81,18,19,8,24,37,118
US,447,43596,6,59,17,19,10,22,34,84
UA,437,44172,6,125,17,18,9,28,41,81
AA,446,44442,5,51,17,20,8,24,40,99
UA,427,45190,5,102,17,19,9,23,56,88
AA,415,43666,5,6,17,19,10,25,28,70
EV,444,43587,5,49,17,20,7,26,26,49
UA,415,41946,5,107,17,20,16,31,44,94
FL,433,40980,5,121,16,19,11,26,37,48
B6,454,44058,5,32,17,19,10,22,43,73
UA,473,47014,6,144,17,19,7,22,41,91
EV,478,42769,5,100,17,19,10,32,26,89
B6,462,45624,6,32,18,19,5,27,44,138
B6,455,46756,6,40,18,20,8,28,43,147
DL,444,44889,5,33,17,19,8,22,37,83
DL,424,42653,6,95,17,18,6,23,22,60
DL,449,41815,5,167,17,19,12,24,50,55
DL,440,42698,6,70,18,19,9,29,36,92
9E,448,43955,5,171,18,19,9,21,44,105
B6,473,43369,5,63,18,18,16,24,36,76
B6,466,44331,5,73,18,19,10,24,25,87
DL,449,42365,6,73,18,18,10,21,37,85
WN,443,42464,5,14,17,20,3,34,40,80
B6,431,42282,6,120,17,19,11,27,41,57
UA,417,41014,6,101,17,19,10,18,36,51
B6,421,43753,5,80,18,20,13,33,32,83
WN,448,44271,5,142,18,20,12,28,24,95
B6,431,43641,5,79,16,18,10,22,37,35
UA,442,41793,6,120,17,19,8,26,42,57
EV,453,42219,5,70,16,19,12,20,37,43
DL,427,41847,6,49,16,19,4,31,42,45
B6,395,38732,5,74,17,18,10,23,39,40
B6,450,46906,5,51,18,20,9,27,37,92
